S2046
100   0
99.684   0.049
98.756   0.202
97.263   0.462
95.247   0.812
92.737   1.233
89.66   1.717
86.379   2.256
82.624   2.835
78.552   3.433
74.211   4.029
69.65   4.603
64.915   5.136
60.053   5.608
55.108   6.005
50.122   6.316
45.137   6.54
40.203   6.678
35.374   6.732
30.703   6.7
26.243   6.577
22.04   6.357
18.129   6.031
14.539   5.6
11.291   5.071
8.406   4.462
5.912   3.795
3.838   3.089
2.209   2.352
1.036   1.588
0.307   0.813
0.003   0.077
0   0
0.192   -0.536
0.922   -1.059
2.154   -1.535
3.875   -1.919
6.092   -2.2
8.807   -2.383
12.001   -2.492
15.629   -2.542
19.647   -2.536
24.002   -2.481
28.644   -2.373
33.514   -2.206
38.567   -1.967
43.769   -1.655
49.083   -1.284
54.465   -0.876
59.863   -0.461
65.213   -0.068
70.446   0.276
75.491   0.546
80.269   0.717
84.689   0.768
88.649   0.71
92.073   0.578
94.909   0.412
97.129   0.249
98.721   0.116
99.679   0.03
100   0
